year,gear,julian,fish,CU_no,CU,prob
1985,Fish Wheel,210,153,69,UpperYR,0
1985,Fish Wheel,210,203,76,NYR,0
1985,Fish Wheel,210,203,75,White,0.9737
1985,Fish Wheel,210,203,74,Stew,0.0038
1985,Fish Wheel,210,203,72,Pelly,0.0224
1985,Fish Wheel,210,203,71,Norden,0
1985,Fish Wheel,210,203,73,MidYR,0
1985,Fish Wheel,210,203,68,Teslin,1e-04
1985,Fish Wheel,210,203,69,UpperYR,0
1985,Fish Wheel,210,204,76,NYR,0
1985,Fish Wheel,210,204,75,White,1e-04
1985,Fish Wheel,210,204,74,Stew,0.0065
1985,Fish Wheel,210,204,72,Pelly,0.0039
1985,Fish Wheel,210,204,71,Norden,0
1985,Fish Wheel,210,204,73,MidYR,0.9842
1985,Fish Wheel,210,204,68,Teslin,0.0053
1985,Fish Wheel,210,204,69,UpperYR,0
1985,Fish Wheel,210,220,76,NYR,0
1985,Fish Wheel,210,220,75,White,0
1985,Fish Wheel,210,220,74,Stew,0.136
1985,Fish Wheel,210,220,72,Pelly,0.7581
1985,Fish Wheel,210,220,71,Norden,0
1985,Fish Wheel,210,220,73,MidYR,0.1055
1985,Fish Wheel,210,220,68,Teslin,4e-04
1985,Fish Wheel,210,220,69,UpperYR,0
1985,Fish Wheel,210,238,76,NYR,0
1985,Fish Wheel,210,238,75,White,0.0221
1985,Fish Wheel,210,238,74,Stew,1e-04
1985,Fish Wheel,210,238,72,Pelly,0.9776
1985,Fish Wheel,210,238,71,Norden,0
1985,Fish Wheel,210,238,73,MidYR,2e-04
1985,Fish Wheel,210,238,68,Teslin,0
1985,Fish Wheel,210,238,69,UpperYR,0
1985,Fish Wheel,210,239,76,NYR,0
1985,Fish Wheel,210,239,75,White,0.0039
1985,Fish Wheel,210,239,74,Stew,0.0201
1985,Fish Wheel,210,239,72,Pelly,0
1985,Fish Wheel,210,239,71,Norden,0
1985,Fish Wheel,210,239,73,MidYR,0.6146
1985,Fish Wheel,210,239,68,Teslin,0.3226
1985,Fish Wheel,210,239,69,UpperYR,0.0375
1985,Fish Wheel,210,1489,76,NYR,0
1985,Fish Wheel,210,1489,75,White,0.0203
1985,Fish Wheel,210,1489,74,Stew,0.0066
1985,Fish Wheel,210,1489,72,Pelly,0.8382
1985,Fish Wheel,210,1489,71,Norden,0
1985,Fish Wheel,210,1489,73,MidYR,0.0207
1985,Fish Wheel,210,1489,68,Teslin,0.113
1985,Fish Wheel,210,1489,69,UpperYR,0
1985,Fish Wheel,211,42,76,NYR,0
1985,Fish Wheel,211,42,75,White,0
1985,Fish Wheel,211,42,74,Stew,4e-04
1985,Fish Wheel,211,42,72,Pelly,0
1985,Fish Wheel,211,42,71,Norden,0
1985,Fish Wheel,211,42,73,MidYR,1e-04
1985,Fish Wheel,211,42,68,Teslin,0.9995
1985,Fish Wheel,211,42,69,UpperYR,0
1985,Fish Wheel,211,43,76,NYR,0.0084
1985,Fish Wheel,211,43,75,White,0.1737
1985,Fish Wheel,211,43,74,Stew,0.0137
1985,Fish Wheel,211,43,72,Pelly,0.6998
1985,Fish Wheel,211,43,71,Norden,0
1985,Fish Wheel,211,43,73,MidYR,0.1037
1985,Fish Wheel,211,43,68,Teslin,0
1985,Fish Wheel,211,43,69,UpperYR,0
1985,Fish Wheel,211,44,76,NYR,0
1985,Fish Wheel,211,44,75,White,0.0467
1985,Fish Wheel,211,44,74,Stew,0.0076
1985,Fish Wheel,211,44,72,Pelly,0.9153
1985,Fish Wheel,211,44,71,Norden,0
1985,Fish Wheel,211,44,73,MidYR,0.0293
1985,Fish Wheel,211,44,68,Teslin,7e-04
1985,Fish Wheel,211,44,69,UpperYR,0
1985,Fish Wheel,211,45,76,NYR,0.0959
1985,Fish Wheel,211,45,75,White,0
1985,Fish Wheel,211,45,74,Stew,0.4588
1985,Fish Wheel,211,45,72,Pelly,0.1076
1985,Fish Wheel,211,45,71,Norden,0
1985,Fish Wheel,211,45,73,MidYR,0.3313
1985,Fish Wheel,211,45,68,Teslin,0.0032
1985,Fish Wheel,211,45,69,UpperYR,0
1985,Fish Wheel,211,46,76,NYR,4e-04
1985,Fish Wheel,211,46,75,White,0.0019
1985,Fish Wheel,211,46,74,Stew,0.111
1985,Fish Wheel,211,46,72,Pelly,0.885
1985,Fish Wheel,211,46,71,Norden,0
1985,Fish Wheel,211,46,73,MidYR,0.0017
1985,Fish Wheel,211,46,68,Teslin,0
1985,Fish Wheel,211,46,69,UpperYR,0
1985,Fish Wheel,211,47,76,NYR,0.0063
1985,Fish Wheel,211,47,75,White,0.0073
1985,Fish Wheel,211,47,74,Stew,0.0782
1985,Fish Wheel,211,47,72,Pelly,0
1985,Fish Wheel,211,47,71,Norden,0
1985,Fish Wheel,211,47,73,MidYR,0.8085
1985,Fish Wheel,211,47,68,Teslin,0.0938
1985,Fish Wheel,211,47,69,UpperYR,0
1985,Fish Wheel,211,48,76,NYR,0.9904
1985,Fish Wheel,211,48,75,White,0
1985,Fish Wheel,211,48,74,Stew,0.0077
1985,Fish Wheel,211,48,72,Pelly,3e-04
1985,Fish Wheel,211,48,71,Norden,0
1985,Fish Wheel,211,48,73,MidYR,6e-04
1985,Fish Wheel,211,48,68,Teslin,0.001
1985,Fish Wheel,211,48,69,UpperYR,0
1985,Fish Wheel,211,49,76,NYR,0
1985,Fish Wheel,211,49,75,White,0
1985,Fish Wheel,211,49,74,Stew,0.0211
1985,Fish Wheel,211,49,72,Pelly,0.019
1985,Fish Wheel,211,49,71,Norden,0
1985,Fish Wheel,211,49,73,MidYR,0.9102
1985,Fish Wheel,211,49,68,Teslin,0.0478
1985,Fish Wheel,211,49,69,UpperYR,0.0017
1985,Fish Wheel,211,173,76,NYR,0
1985,Fish Wheel,211,173,75,White,0
1985,Fish Wheel,211,173,74,Stew,0.0031
1985,Fish Wheel,211,173,72,Pelly,8e-04
1985,Fish Wheel,211,173,71,Norden,0
1985,Fish Wheel,211,173,73,MidYR,0.0663
1985,Fish Wheel,211,173,68,Teslin,0.9298
1985,Fish Wheel,211,173,69,UpperYR,0
1985,Fish Wheel,211,183,76,NYR,0
1985,Fish Wheel,211,183,75,White,0.1821
1985,Fish Wheel,211,183,74,Stew,0.3613
1985,Fish Wheel,211,183,72,Pelly,0.0711
1985,Fish Wheel,211,183,71,Norden,0
1985,Fish Wheel,211,183,73,MidYR,0.2272
1985,Fish Wheel,211,183,68,Teslin,0.1447
1985,Fish Wheel,211,183,69,UpperYR,0
1985,Fish Wheel,211,192,76,NYR,0
1985,Fish Wheel,211,192,75,White,7e-04
1985,Fish Wheel,211,192,74,Stew,0.0336
1985,Fish Wheel,211,192,72,Pelly,0.5801
1985,Fish Wheel,211,192,71,Norden,0
1985,Fish Wheel,211,192,73,MidYR,0.3851
1985,Fish Wheel,211,192,68,Teslin,5e-04
1985,Fish Wheel,211,192,69,UpperYR,0
1985,Fish Wheel,211,196,76,NYR,0
1985,Fish Wheel,211,196,75,White,0.0632
1985,Fish Wheel,211,196,74,Stew,0.8814
1985,Fish Wheel,211,196,72,Pelly,0.0068
1985,Fish Wheel,211,196,71,Norden,0
1985,Fish Wheel,211,196,73,MidYR,0.0018
1985,Fish Wheel,211,196,68,Teslin,0.0468
1985,Fish Wheel,211,196,69,UpperYR,0
1985,Fish Wheel,211,210,76,NYR,0.002
1985,Fish Wheel,211,210,75,White,0
1985,Fish Wheel,211,210,74,Stew,0.1287
1985,Fish Wheel,211,210,72,Pelly,0.0129
1985,Fish Wheel,211,210,71,Norden,0
1985,Fish Wheel,211,210,73,MidYR,0.8143
1985,Fish Wheel,211,210,68,Teslin,0.042
1985,Fish Wheel,211,210,69,UpperYR,0
1985,Fish Wheel,211,234,76,NYR,0
1985,Fish Wheel,211,234,75,White,0
1985,Fish Wheel,211,234,74,Stew,0
1985,Fish Wheel,211,234,72,Pelly,0
1985,Fish Wheel,211,234,71,Norden,0
1985,Fish Wheel,211,234,73,MidYR,0.9905
1985,Fish Wheel,211,234,68,Teslin,0.0094
1985,Fish Wheel,211,234,69,UpperYR,1e-04
1985,Fish Wheel,211,237,76,NYR,0
1985,Fish Wheel,211,237,75,White,0.0033
1985,Fish Wheel,211,237,74,Stew,0.0058
1985,Fish Wheel,211,237,72,Pelly,0.947
1985,Fish Wheel,211,237,71,Norden,0
1985,Fish Wheel,211,237,73,MidYR,0.0403
1985,Fish Wheel,211,237,68,Teslin,0.0023
1985,Fish Wheel,211,237,69,UpperYR,0
1985,Fish Wheel,211,248,76,NYR,0
1985,Fish Wheel,211,248,75,White,0
1985,Fish Wheel,211,248,74,Stew,3e-04
1985,Fish Wheel,211,248,72,Pelly,0.9947
1985,Fish Wheel,211,248,71,Norden,0
1985,Fish Wheel,211,248,73,MidYR,0.0047
1985,Fish Wheel,211,248,68,Teslin,3e-04
1985,Fish Wheel,211,248,69,UpperYR,0
1985,Fish Wheel,211,256,76,NYR,0
1985,Fish Wheel,211,256,75,White,0.0055
1985,Fish Wheel,211,256,74,Stew,0.3821
1985,Fish Wheel,211,256,72,Pelly,0.1891
1985,Fish Wheel,211,256,71,Norden,0
1985,Fish Wheel,211,256,73,MidYR,0.3034
1985,Fish Wheel,211,256,68,Teslin,0.1194
1985,Fish Wheel,211,256,69,UpperYR,0
1985,Fish Wheel,211,263,76,NYR,0
1985,Fish Wheel,211,263,75,White,0
1985,Fish Wheel,211,263,74,Stew,0.0052
1985,Fish Wheel,211,263,72,Pelly,5e-04
1985,Fish Wheel,211,263,71,Norden,6e-04
1985,Fish Wheel,211,263,73,MidYR,0.0393
1985,Fish Wheel,211,263,68,Teslin,0.9543
1985,Fish Wheel,211,263,69,UpperYR,0
1985,Fish Wheel,212,50,76,NYR,0
1985,Fish Wheel,212,50,75,White,0
1985,Fish Wheel,212,50,74,Stew,0.0014
1985,Fish Wheel,212,50,72,Pelly,9e-04
1985,Fish Wheel,212,50,71,Norden,0
1985,Fish Wheel,212,50,73,MidYR,0.0256
1985,Fish Wheel,212,50,68,Teslin,0.9721
1985,Fish Wheel,212,50,69,UpperYR,0
1985,Fish Wheel,212,51,76,NYR,0.0367
1985,Fish Wheel,212,51,75,White,0
1985,Fish Wheel,212,51,74,Stew,0.7816
1985,Fish Wheel,212,51,72,Pelly,0.0393
1985,Fish Wheel,212,51,71,Norden,0
1985,Fish Wheel,212,51,73,MidYR,0.1408
1985,Fish Wheel,212,51,68,Teslin,0.0014
1985,Fish Wheel,212,51,69,UpperYR,0
1985,Fish Wheel,212,52,76,NYR,0
1985,Fish Wheel,212,52,75,White,0
1985,Fish Wheel,212,52,74,Stew,0.0051
1985,Fish Wheel,212,52,72,Pelly,0
1985,Fish Wheel,212,52,71,Norden,0
1985,Fish Wheel,212,52,73,MidYR,0.299
1985,Fish Wheel,212,52,68,Teslin,0.6959
1985,Fish Wheel,212,52,69,UpperYR,0
1985,Fish Wheel,212,53,76,NYR,0
1985,Fish Wheel,212,53,75,White,0
1985,Fish Wheel,212,53,74,Stew,0.0545
1985,Fish Wheel,212,53,72,Pelly,0.0022
1985,Fish Wheel,212,53,71,Norden,0
1985,Fish Wheel,212,53,73,MidYR,0.9289
1985,Fish Wheel,212,53,68,Teslin,2e-04
1985,Fish Wheel,212,53,69,UpperYR,0.0142
1985,Fish Wheel,212,54,76,NYR,0
1985,Fish Wheel,212,54,75,White,0
1985,Fish Wheel,212,54,74,Stew,0.0014
1985,Fish Wheel,212,54,72,Pelly,1e-04
1985,Fish Wheel,212,54,71,Norden,0
1985,Fish Wheel,212,54,73,MidYR,0.0016
1985,Fish Wheel,212,54,68,Teslin,0.9969
1985,Fish Wheel,212,54,69,UpperYR,0
1985,Fish Wheel,212,55,76,NYR,0
1985,Fish Wheel,212,55,75,White,0
1985,Fish Wheel,212,55,74,Stew,0
1985,Fish Wheel,212,55,72,Pelly,3e-04
1985,Fish Wheel,212,55,71,Norden,0
1985,Fish Wheel,212,55,73,MidYR,0.9995
1985,Fish Wheel,212,55,68,Teslin,2e-04
1985,Fish Wheel,212,55,69,UpperYR,0
1985,Fish Wheel,212,56,76,NYR,0
1985,Fish Wheel,212,56,75,White,0.0089
1985,Fish Wheel,212,56,74,Stew,0.4888
1985,Fish Wheel,212,56,72,Pelly,0.5018
1985,Fish Wheel,212,56,71,Norden,0
1985,Fish Wheel,212,56,73,MidYR,2e-04
1985,Fish Wheel,212,56,68,Teslin,3e-04
1985,Fish Wheel,212,56,69,UpperYR,0
1985,Fish Wheel,212,57,76,NYR,0.0024
1985,Fish Wheel,212,57,75,White,0.863
1985,Fish Wheel,212,57,74,Stew,0
1985,Fish Wheel,212,57,72,Pelly,0.1319
1985,Fish Wheel,212,57,71,Norden,0
1985,Fish Wheel,212,57,73,MidYR,9e-04
1985,Fish Wheel,212,57,68,Teslin,0.0017
1985,Fish Wheel,212,57,69,UpperYR,0
1985,Fish Wheel,212,58,76,NYR,0
1985,Fish Wheel,212,58,75,White,6e-04
1985,Fish Wheel,212,58,74,Stew,0.0023
1985,Fish Wheel,212,58,72,Pelly,0.0126
1985,Fish Wheel,212,58,71,Norden,0
1985,Fish Wheel,212,58,73,MidYR,0.9835
1985,Fish Wheel,212,58,68,Teslin,0.001
1985,Fish Wheel,212,58,69,UpperYR,0
1985,Fish Wheel,212,59,76,NYR,0
1985,Fish Wheel,212,59,75,White,0
1985,Fish Wheel,212,59,74,Stew,0.0027
1985,Fish Wheel,212,59,72,Pelly,0.9961
1985,Fish Wheel,212,59,71,Norden,0
1985,Fish Wheel,212,59,73,MidYR,0.0012
1985,Fish Wheel,212,59,68,Teslin,0
1985,Fish Wheel,212,59,69,UpperYR,0
1985,Fish Wheel,212,60,76,NYR,0
1985,Fish Wheel,212,60,75,White,0.2564
1985,Fish Wheel,212,60,74,Stew,0.1228
1985,Fish Wheel,212,60,72,Pelly,0.6123
1985,Fish Wheel,212,60,71,Norden,0
1985,Fish Wheel,212,60,73,MidYR,0.0061
1985,Fish Wheel,212,60,68,Teslin,0.0022
1985,Fish Wheel,212,60,69,UpperYR,0
1985,Fish Wheel,212,61,76,NYR,0.0131
1985,Fish Wheel,212,61,75,White,0
1985,Fish Wheel,212,61,74,Stew,0.001
1985,Fish Wheel,212,61,72,Pelly,0.8752
1985,Fish Wheel,212,61,71,Norden,0
1985,Fish Wheel,212,61,73,MidYR,0.108
1985,Fish Wheel,212,61,68,Teslin,0.0017
1985,Fish Wheel,212,61,69,UpperYR,0
1985,Fish Wheel,212,62,76,NYR,0
1985,Fish Wheel,212,62,75,White,0
1985,Fish Wheel,212,62,74,Stew,0.002
1985,Fish Wheel,212,62,72,Pelly,1e-04
1985,Fish Wheel,212,62,71,Norden,0.9819
1985,Fish Wheel,212,62,73,MidYR,0.0155
1985,Fish Wheel,212,62,68,Teslin,5e-04
1985,Fish Wheel,212,62,69,UpperYR,0
1985,Fish Wheel,212,63,76,NYR,0
1985,Fish Wheel,212,63,75,White,0
1985,Fish Wheel,212,63,74,Stew,0.0011
1985,Fish Wheel,212,63,72,Pelly,0.0042
1985,Fish Wheel,212,63,71,Norden,0
1985,Fish Wheel,212,63,73,MidYR,0.9898
1985,Fish Wheel,212,63,68,Teslin,0.0049
1985,Fish Wheel,212,63,69,UpperYR,0
1985,Fish Wheel,212,191,76,NYR,0
1985,Fish Wheel,212,191,75,White,8e-04
1985,Fish Wheel,212,191,74,Stew,0.0481
1985,Fish Wheel,212,191,72,Pelly,0.0554
1985,Fish Wheel,212,191,71,Norden,0
1985,Fish Wheel,212,191,73,MidYR,0.8849
1985,Fish Wheel,212,191,68,Teslin,0.0104
1985,Fish Wheel,212,191,69,UpperYR,0
1985,Fish Wheel,212,195,76,NYR,0
1985,Fish Wheel,212,195,75,White,0.0052
1985,Fish Wheel,212,195,74,Stew,0.0035
1985,Fish Wheel,212,195,72,Pelly,0.0291
1985,Fish Wheel,212,195,71,Norden,0
1985,Fish Wheel,212,195,73,MidYR,0.0281
1985,Fish Wheel,212,195,68,Teslin,0.9321
1985,Fish Wheel,212,195,69,UpperYR,0
1985,Fish Wheel,212,217,76,NYR,0
1985,Fish Wheel,212,217,75,White,0
1985,Fish Wheel,212,217,74,Stew,0.0207
1985,Fish Wheel,212,217,72,Pelly,0.001
1985,Fish Wheel,212,217,71,Norden,0
1985,Fish Wheel,212,217,73,MidYR,0.0022
1985,Fish Wheel,212,217,68,Teslin,0.9761
1985,Fish Wheel,212,217,69,UpperYR,0
1985,Fish Wheel,212,218,76,NYR,0
1985,Fish Wheel,212,218,75,White,0
1985,Fish Wheel,212,218,74,Stew,0.0098
1985,Fish Wheel,212,218,72,Pelly,0.0189
1985,Fish Wheel,212,218,71,Norden,0
1985,Fish Wheel,212,218,73,MidYR,0.9595
1985,Fish Wheel,212,218,68,Teslin,0.0063
1985,Fish Wheel,212,218,69,UpperYR,0.0043
1985,Fish Wheel,212,226,76,NYR,0
1985,Fish Wheel,212,226,75,White,0
1985,Fish Wheel,212,226,74,Stew,0.198
1985,Fish Wheel,212,226,72,Pelly,0.0233
1985,Fish Wheel,212,226,71,Norden,0
1985,Fish Wheel,212,226,73,MidYR,0.0848
1985,Fish Wheel,212,226,68,Teslin,0.6839
1985,Fish Wheel,212,226,69,UpperYR,0.0076
1985,Fish Wheel,212,241,76,NYR,0
1985,Fish Wheel,212,241,75,White,0
1985,Fish Wheel,212,241,74,Stew,0
1985,Fish Wheel,212,241,72,Pelly,0
1985,Fish Wheel,212,241,71,Norden,0
1985,Fish Wheel,212,241,73,MidYR,0
1985,Fish Wheel,212,241,68,Teslin,1
1985,Fish Wheel,212,241,69,UpperYR,0
1985,Fish Wheel,212,250,76,NYR,0
1985,Fish Wheel,212,250,75,White,0
1985,Fish Wheel,212,250,74,Stew,0.0028
1985,Fish Wheel,212,250,72,Pelly,0.0026
1985,Fish Wheel,212,250,71,Norden,0
1985,Fish Wheel,212,250,73,MidYR,0.7462
1985,Fish Wheel,212,250,68,Teslin,0.2481
1985,Fish Wheel,212,250,69,UpperYR,2e-04
1985,Fish Wheel,213,64,76,NYR,0
1985,Fish Wheel,213,64,75,White,0.2057
1985,Fish Wheel,213,64,74,Stew,0.7677
1985,Fish Wheel,213,64,72,Pelly,0.0033
1985,Fish Wheel,213,64,71,Norden,0
1985,Fish Wheel,213,64,73,MidYR,0.0157
1985,Fish Wheel,213,64,68,Teslin,0.0062
1985,Fish Wheel,213,64,69,UpperYR,0
1985,Fish Wheel,213,65,76,NYR,0
1985,Fish Wheel,213,65,75,White,0
1985,Fish Wheel,213,65,74,Stew,0.0067
1985,Fish Wheel,213,65,72,Pelly,3e-04
1985,Fish Wheel,213,65,71,Norden,0
1985,Fish Wheel,213,65,73,MidYR,0.3192
1985,Fish Wheel,213,65,68,Teslin,0.6727
1985,Fish Wheel,213,65,69,UpperYR,9e-04
1985,Fish Wheel,213,66,76,NYR,0
1985,Fish Wheel,213,66,75,White,0
1985,Fish Wheel,213,66,74,Stew,0
1985,Fish Wheel,213,66,72,Pelly,0.9979
1985,Fish Wheel,213,66,71,Norden,0
1985,Fish Wheel,213,66,73,MidYR,0.0021
1985,Fish Wheel,213,66,68,Teslin,0
1985,Fish Wheel,213,66,69,UpperYR,0
1985,Fish Wheel,213,67,76,NYR,1
1985,Fish Wheel,213,67,75,White,0
1985,Fish Wheel,213,67,74,Stew,0
1985,Fish Wheel,213,67,72,Pelly,0
1985,Fish Wheel,213,67,71,Norden,0
1985,Fish Wheel,213,67,73,MidYR,0
1985,Fish Wheel,213,67,68,Teslin,0
1985,Fish Wheel,213,67,69,UpperYR,0
1985,Fish Wheel,213,68,76,NYR,0
1985,Fish Wheel,213,68,75,White,0
1985,Fish Wheel,213,68,74,Stew,0.0129
1985,Fish Wheel,213,68,72,Pelly,0
1985,Fish Wheel,213,68,71,Norden,0
1985,Fish Wheel,213,68,73,MidYR,0.0017
1985,Fish Wheel,213,68,68,Teslin,0.9854
1985,Fish Wheel,213,68,69,UpperYR,0
1985,Fish Wheel,213,69,76,NYR,0
1985,Fish Wheel,213,69,75,White,0
1985,Fish Wheel,213,69,74,Stew,0.0387
1985,Fish Wheel,213,69,72,Pelly,0.7951
1985,Fish Wheel,213,69,71,Norden,0
1985,Fish Wheel,213,69,73,MidYR,0.0853
1985,Fish Wheel,213,69,68,Teslin,0.047
1985,Fish Wheel,213,69,69,UpperYR,0.0319
1985,Fish Wheel,213,70,76,NYR,0
1985,Fish Wheel,213,70,75,White,0
1985,Fish Wheel,213,70,74,Stew,0.0091
1985,Fish Wheel,213,70,72,Pelly,0.0334
1985,Fish Wheel,213,70,71,Norden,0
1985,Fish Wheel,213,70,73,MidYR,0.9378
1985,Fish Wheel,213,70,68,Teslin,0.0195
1985,Fish Wheel,213,70,69,UpperYR,2e-04
1985,Fish Wheel,213,71,76,NYR,0
1985,Fish Wheel,213,71,75,White,0
1985,Fish Wheel,213,71,74,Stew,0.0212
1985,Fish Wheel,213,71,72,Pelly,0.0011
1985,Fish Wheel,213,71,71,Norden,0
1985,Fish Wheel,213,71,73,MidYR,0.4686
1985,Fish Wheel,213,71,68,Teslin,0.5091
1985,Fish Wheel,213,71,69,UpperYR,0
1985,Fish Wheel,213,72,76,NYR,0
1985,Fish Wheel,213,72,75,White,0
1985,Fish Wheel,213,72,74,Stew,3e-04
1985,Fish Wheel,213,72,72,Pelly,7e-04
1985,Fish Wheel,213,72,71,Norden,0
1985,Fish Wheel,213,72,73,MidYR,0.037
1985,Fish Wheel,213,72,68,Teslin,0.962
1985,Fish Wheel,213,72,69,UpperYR,0
1985,Fish Wheel,213,73,76,NYR,0.0105
1985,Fish Wheel,213,73,75,White,0
1985,Fish Wheel,213,73,74,Stew,0.1691
1985,Fish Wheel,213,73,72,Pelly,0.1237
1985,Fish Wheel,213,73,71,Norden,0
1985,Fish Wheel,213,73,73,MidYR,0.0526
1985,Fish Wheel,213,73,68,Teslin,0.6409
1985,Fish Wheel,213,73,69,UpperYR,0
1985,Fish Wheel,213,74,76,NYR,0
1985,Fish Wheel,213,74,75,White,0.2114
1985,Fish Wheel,213,74,74,Stew,0.0627
1985,Fish Wheel,213,74,72,Pelly,0.7211
1985,Fish Wheel,213,74,71,Norden,0
1985,Fish Wheel,213,74,73,MidYR,0.0031
1985,Fish Wheel,213,74,68,Teslin,0.0017
1985,Fish Wheel,213,74,69,UpperYR,0
1985,Fish Wheel,213,75,76,NYR,0
1985,Fish Wheel,213,75,75,White,0
1985,Fish Wheel,213,75,74,Stew,0.0293
1985,Fish Wheel,213,75,72,Pelly,0.0025
1985,Fish Wheel,213,75,71,Norden,0
1985,Fish Wheel,213,75,73,MidYR,0.9648
1985,Fish Wheel,213,75,68,Teslin,0.0034
1985,Fish Wheel,213,75,69,UpperYR,0
1985,Fish Wheel,213,76,76,NYR,0.0031
1985,Fish Wheel,213,76,75,White,0
1985,Fish Wheel,213,76,74,Stew,0
1985,Fish Wheel,213,76,72,Pelly,0
1985,Fish Wheel,213,76,71,Norden,2e-04
1985,Fish Wheel,213,76,73,MidYR,0
1985,Fish Wheel,213,76,68,Teslin,0
1985,Fish Wheel,213,76,69,UpperYR,0.9967
1985,Fish Wheel,213,77,76,NYR,0
1985,Fish Wheel,213,77,75,White,0
1985,Fish Wheel,213,77,74,Stew,0.0025
1985,Fish Wheel,213,77,72,Pelly,0.0029
1985,Fish Wheel,213,77,71,Norden,3e-04
1985,Fish Wheel,213,77,73,MidYR,0.9933
1985,Fish Wheel,213,77,68,Teslin,0
1985,Fish Wheel,213,77,69,UpperYR,9e-04
1985,Fish Wheel,213,78,76,NYR,0
1985,Fish Wheel,213,78,75,White,0
1985,Fish Wheel,213,78,74,Stew,0.0097
1985,Fish Wheel,213,78,72,Pelly,0.0495
1985,Fish Wheel,213,78,71,Norden,0.0014
1985,Fish Wheel,213,78,73,MidYR,0.0037
1985,Fish Wheel,213,78,68,Teslin,0.9354
1985,Fish Wheel,213,78,69,UpperYR,0
1985,Fish Wheel,213,79,76,NYR,0
1985,Fish Wheel,213,79,75,White,0
1985,Fish Wheel,213,79,74,Stew,0.3502
1985,Fish Wheel,213,79,72,Pelly,0.0268
1985,Fish Wheel,213,79,71,Norden,0
1985,Fish Wheel,213,79,73,MidYR,0.3544
1985,Fish Wheel,213,79,68,Teslin,0.2685
1985,Fish Wheel,213,79,69,UpperYR,1e-04
1985,Fish Wheel,213,152,76,NYR,0
1985,Fish Wheel,213,152,75,White,0
1985,Fish Wheel,213,152,74,Stew,5e-04
1985,Fish Wheel,213,152,72,Pelly,0.0054
1985,Fish Wheel,213,152,71,Norden,0
1985,Fish Wheel,213,152,73,MidYR,0.0037
1985,Fish Wheel,213,152,68,Teslin,0.9904
1985,Fish Wheel,213,152,69,UpperYR,0
1985,Fish Wheel,213,198,76,NYR,0
1985,Fish Wheel,213,198,75,White,0
1985,Fish Wheel,213,198,74,Stew,0.1294
1985,Fish Wheel,213,198,72,Pelly,0.0261
1985,Fish Wheel,213,198,71,Norden,3e-04
1985,Fish Wheel,213,198,73,MidYR,0.8435
1985,Fish Wheel,213,198,68,Teslin,7e-04
1985,Fish Wheel,213,198,69,UpperYR,0
1985,Fish Wheel,213,205,76,NYR,0
1985,Fish Wheel,213,205,75,White,0.0681
1985,Fish Wheel,213,205,74,Stew,0.0194
1985,Fish Wheel,213,205,72,Pelly,0.7835
1985,Fish Wheel,213,205,71,Norden,0
1985,Fish Wheel,213,205,73,MidYR,0.1198
1985,Fish Wheel,213,205,68,Teslin,0.0085
1985,Fish Wheel,213,205,69,UpperYR,0
1985,Fish Wheel,213,223,76,NYR,0
1985,Fish Wheel,213,223,75,White,0
1985,Fish Wheel,213,223,74,Stew,0
1985,Fish Wheel,213,223,72,Pelly,0
1985,Fish Wheel,213,223,71,Norden,0
1985,Fish Wheel,213,223,73,MidYR,1e-04
1985,Fish Wheel,213,223,68,Teslin,0.9999
1985,Fish Wheel,213,223,69,UpperYR,0
1985,Fish Wheel,213,224,76,NYR,0
1985,Fish Wheel,213,224,75,White,0
1985,Fish Wheel,213,224,74,Stew,0
1985,Fish Wheel,213,224,72,Pelly,0
1985,Fish Wheel,213,224,71,Norden,0
1985,Fish Wheel,213,224,73,MidYR,0
1985,Fish Wheel,213,224,68,Teslin,0
1985,Fish Wheel,213,224,69,UpperYR,1
1985,Fish Wheel,213,252,76,NYR,0
1985,Fish Wheel,213,252,75,White,0.0143
1985,Fish Wheel,213,252,74,Stew,0.0021
1985,Fish Wheel,213,252,72,Pelly,0.1008
1985,Fish Wheel,213,252,71,Norden,0
1985,Fish Wheel,213,252,73,MidYR,0.8784
1985,Fish Wheel,213,252,68,Teslin,0.0043
1985,Fish Wheel,213,252,69,UpperYR,0
1985,Fish Wheel,213,257,76,NYR,0.4523
1985,Fish Wheel,213,257,75,White,0
1985,Fish Wheel,213,257,74,Stew,0.0795
1985,Fish Wheel,213,257,72,Pelly,0.0499
1985,Fish Wheel,213,257,71,Norden,0
1985,Fish Wheel,213,257,73,MidYR,0.3517
1985,Fish Wheel,213,257,68,Teslin,0.0658
1985,Fish Wheel,213,257,69,UpperYR,0
1985,Fish Wheel,214,80,76,NYR,0
1985,Fish Wheel,214,80,75,White,0
1985,Fish Wheel,214,80,74,Stew,0.0105
1985,Fish Wheel,214,80,72,Pelly,3e-04
1985,Fish Wheel,214,80,71,Norden,1e-04
1985,Fish Wheel,214,80,73,MidYR,0.9887
1985,Fish Wheel,214,80,68,Teslin,3e-04
1985,Fish Wheel,214,80,69,UpperYR,0
1985,Fish Wheel,214,81,76,NYR,0
1985,Fish Wheel,214,81,75,White,0.0063
1985,Fish Wheel,214,81,74,Stew,0.6327
1985,Fish Wheel,214,81,72,Pelly,0.0368
1985,Fish Wheel,214,81,71,Norden,0
1985,Fish Wheel,214,81,73,MidYR,0.3216
