year,gear,julian,fish,CU_no,CU,prob
2017,Test Fishery,190,19,71,Norden,1e-07
2017,Test Fishery,190,19,73,MidYR,0.7887871
2017,Test Fishery,190,19,68,Teslin,0.0001654
2017,Test Fishery,190,19,69,UpperYR,8.4e-06
2017,Test Fishery,190,20,76,NYR,4e-07
2017,Test Fishery,190,20,75,White,0
2017,Test Fishery,190,20,74,Stew,0.0012644
2017,Test Fishery,190,20,72,Pelly,6.4e-06
2017,Test Fishery,190,20,71,Norden,0
2017,Test Fishery,190,20,73,MidYR,0.0107766
2017,Test Fishery,190,20,68,Teslin,0.9879507
2017,Test Fishery,190,20,69,UpperYR,1.4e-06
2017,Test Fishery,190,21,76,NYR,0.9999153
2017,Test Fishery,190,21,75,White,4.57e-05
2017,Test Fishery,190,21,74,Stew,4.8e-06
2017,Test Fishery,190,21,72,Pelly,0
2017,Test Fishery,190,21,71,Norden,0
2017,Test Fishery,190,21,73,MidYR,3.42e-05
2017,Test Fishery,190,21,68,Teslin,0
2017,Test Fishery,190,21,69,UpperYR,0
2017,Test Fishery,190,22,76,NYR,0.0255794
2017,Test Fishery,190,22,75,White,0.0004211
2017,Test Fishery,190,22,74,Stew,0.084912
2017,Test Fishery,190,22,72,Pelly,0.7137912
2017,Test Fishery,190,22,71,Norden,0.0004858
2017,Test Fishery,190,22,73,MidYR,0.1697903
2017,Test Fishery,190,22,68,Teslin,0.0050202
2017,Test Fishery,190,22,69,UpperYR,0
2017,Test Fishery,190,23,76,NYR,0
2017,Test Fishery,190,23,75,White,0
2017,Test Fishery,190,23,74,Stew,5e-07
2017,Test Fishery,190,23,72,Pelly,0
2017,Test Fishery,190,23,71,Norden,0
2017,Test Fishery,190,23,73,MidYR,0.0002135
2017,Test Fishery,190,23,68,Teslin,0.999786
2017,Test Fishery,190,23,69,UpperYR,0
2017,Test Fishery,191,24,76,NYR,0.8564721
2017,Test Fishery,191,24,75,White,0.0648945
2017,Test Fishery,191,24,74,Stew,0.0024188
2017,Test Fishery,191,24,72,Pelly,0.0104016
2017,Test Fishery,191,24,71,Norden,6e-07
2017,Test Fishery,191,24,73,MidYR,0.065513
2017,Test Fishery,191,24,68,Teslin,0.0002994
2017,Test Fishery,191,24,69,UpperYR,0
2017,Test Fishery,191,25,76,NYR,1.39e-05
2017,Test Fishery,191,25,75,White,0
2017,Test Fishery,191,25,74,Stew,4.33e-05
2017,Test Fishery,191,25,72,Pelly,8.9e-06
2017,Test Fishery,191,25,71,Norden,1.92e-05
2017,Test Fishery,191,25,73,MidYR,0.9996697
2017,Test Fishery,191,25,68,Teslin,0.0002451
2017,Test Fishery,191,25,69,UpperYR,0
2017,Test Fishery,191,26,76,NYR,1.72e-05
2017,Test Fishery,191,26,75,White,1.2e-06
2017,Test Fishery,191,26,74,Stew,0.0123841
2017,Test Fishery,191,26,72,Pelly,0.9866756
2017,Test Fishery,191,26,71,Norden,1.3e-06
2017,Test Fishery,191,26,73,MidYR,0.0009205
2017,Test Fishery,191,26,68,Teslin,1e-07
2017,Test Fishery,191,26,69,UpperYR,0
2017,Test Fishery,191,27,76,NYR,0
2017,Test Fishery,191,27,75,White,0
2017,Test Fishery,191,27,74,Stew,0
2017,Test Fishery,191,27,72,Pelly,0
2017,Test Fishery,191,27,71,Norden,2e-07
2017,Test Fishery,191,27,73,MidYR,4e-07
2017,Test Fishery,191,27,68,Teslin,0.9999994
2017,Test Fishery,191,27,69,UpperYR,0
2017,Test Fishery,191,28,76,NYR,0.9999798
2017,Test Fishery,191,28,75,White,1.1e-06
2017,Test Fishery,191,28,74,Stew,8.9e-06
2017,Test Fishery,191,28,72,Pelly,6.4e-06
2017,Test Fishery,191,28,71,Norden,0
2017,Test Fishery,191,28,73,MidYR,3.7e-06
2017,Test Fishery,191,28,68,Teslin,0
2017,Test Fishery,191,28,69,UpperYR,0
2017,Test Fishery,191,29,76,NYR,4.03e-05
2017,Test Fishery,191,29,75,White,9e-07
2017,Test Fishery,191,29,74,Stew,0.0023442
2017,Test Fishery,191,29,72,Pelly,9.43e-05
2017,Test Fishery,191,29,71,Norden,1e-07
2017,Test Fishery,191,29,73,MidYR,0.9970216
2017,Test Fishery,191,29,68,Teslin,0.0004986
2017,Test Fishery,191,29,69,UpperYR,0
2017,Test Fishery,191,30,76,NYR,0.9999985
2017,Test Fishery,191,30,75,White,3e-07
2017,Test Fishery,191,30,74,Stew,9e-07
2017,Test Fishery,191,30,72,Pelly,2e-07
2017,Test Fishery,191,30,71,Norden,0
2017,Test Fishery,191,30,73,MidYR,1e-07
2017,Test Fishery,191,30,68,Teslin,0
2017,Test Fishery,191,30,69,UpperYR,0
2017,Test Fishery,192,31,76,NYR,0.0025502
2017,Test Fishery,192,31,75,White,5.17e-05
2017,Test Fishery,192,31,74,Stew,0.0117272
2017,Test Fishery,192,31,72,Pelly,0.9844347
2017,Test Fishery,192,31,71,Norden,0.0001892
2017,Test Fishery,192,31,73,MidYR,0.001047
2017,Test Fishery,192,31,68,Teslin,1e-07
2017,Test Fishery,192,31,69,UpperYR,0
2017,Test Fishery,192,32,76,NYR,3.6e-06
2017,Test Fishery,192,32,75,White,0
2017,Test Fishery,192,32,74,Stew,4.66e-05
2017,Test Fishery,192,32,72,Pelly,8.83e-05
2017,Test Fishery,192,32,71,Norden,0.9959978
2017,Test Fishery,192,32,73,MidYR,0.0038634
2017,Test Fishery,192,32,68,Teslin,2e-07
2017,Test Fishery,192,32,69,UpperYR,1e-07
2017,Test Fishery,192,33,76,NYR,2.4e-06
2017,Test Fishery,192,33,75,White,0
2017,Test Fishery,192,33,74,Stew,0.0001003
2017,Test Fishery,192,33,72,Pelly,5.3e-06
2017,Test Fishery,192,33,71,Norden,0.0015313
2017,Test Fishery,192,33,73,MidYR,0.9983076
2017,Test Fishery,192,33,68,Teslin,5.31e-05
2017,Test Fishery,192,33,69,UpperYR,0
2017,Test Fishery,192,34,76,NYR,0.0075382
2017,Test Fishery,192,34,75,White,0.0637523
2017,Test Fishery,192,34,74,Stew,0.2553115
2017,Test Fishery,192,34,72,Pelly,0.5764943
2017,Test Fishery,192,34,71,Norden,0.0128098
2017,Test Fishery,192,34,73,MidYR,0.0840615
2017,Test Fishery,192,34,68,Teslin,1.6e-05
2017,Test Fishery,192,34,69,UpperYR,1.65e-05
2017,Test Fishery,192,35,76,NYR,0.0405163
2017,Test Fishery,192,35,75,White,1.91e-05
2017,Test Fishery,192,35,74,Stew,0.1370241
2017,Test Fishery,192,35,72,Pelly,0.1708249
2017,Test Fishery,192,35,71,Norden,0.2131191
2017,Test Fishery,192,35,73,MidYR,0.4384644
2017,Test Fishery,192,35,68,Teslin,3.22e-05
2017,Test Fishery,192,35,69,UpperYR,0
2017,Test Fishery,192,36,76,NYR,0.9995571
2017,Test Fishery,192,36,75,White,0
2017,Test Fishery,192,36,74,Stew,1e-07
2017,Test Fishery,192,36,72,Pelly,2e-07
2017,Test Fishery,192,36,71,Norden,0
2017,Test Fishery,192,36,73,MidYR,0.0004426
2017,Test Fishery,192,36,68,Teslin,0
2017,Test Fishery,192,36,69,UpperYR,0
2017,Test Fishery,192,37,76,NYR,0.0430861
2017,Test Fishery,192,37,75,White,0.8077908
2017,Test Fishery,192,37,74,Stew,0.0532242
2017,Test Fishery,192,37,72,Pelly,0.0919732
2017,Test Fishery,192,37,71,Norden,1e-06
2017,Test Fishery,192,37,73,MidYR,0.0039238
2017,Test Fishery,192,37,68,Teslin,9e-07
2017,Test Fishery,192,37,69,UpperYR,0
2017,Test Fishery,192,38,76,NYR,1e-07
2017,Test Fishery,192,38,75,White,0
2017,Test Fishery,192,38,74,Stew,2.19e-05
2017,Test Fishery,192,38,72,Pelly,1.69e-05
2017,Test Fishery,192,38,71,Norden,0
2017,Test Fishery,192,38,73,MidYR,0.0030963
2017,Test Fishery,192,38,68,Teslin,0.9968648
2017,Test Fishery,192,38,69,UpperYR,0
2017,Test Fishery,192,39,76,NYR,0.2217218
2017,Test Fishery,192,39,75,White,0.0005187
2017,Test Fishery,192,39,74,Stew,0.7753064
2017,Test Fishery,192,39,72,Pelly,0.0019969
2017,Test Fishery,192,39,71,Norden,1e-07
2017,Test Fishery,192,39,73,MidYR,0.0004527
2017,Test Fishery,192,39,68,Teslin,3.4e-06
2017,Test Fishery,192,39,69,UpperYR,0
2017,Test Fishery,192,40,76,NYR,1.79e-05
2017,Test Fishery,192,40,75,White,0
2017,Test Fishery,192,40,74,Stew,0.0018588
2017,Test Fishery,192,40,72,Pelly,0.0002794
2017,Test Fishery,192,40,71,Norden,1e-07
2017,Test Fishery,192,40,73,MidYR,0.0162451
2017,Test Fishery,192,40,68,Teslin,0.9815985
2017,Test Fishery,192,40,69,UpperYR,2e-07
2017,Test Fishery,192,41,76,NYR,0.9999996
2017,Test Fishery,192,41,75,White,0
2017,Test Fishery,192,41,74,Stew,0
2017,Test Fishery,192,41,72,Pelly,1e-07
2017,Test Fishery,192,41,71,Norden,0
2017,Test Fishery,192,41,73,MidYR,3e-07
2017,Test Fishery,192,41,68,Teslin,0
2017,Test Fishery,192,41,69,UpperYR,0
2017,Test Fishery,192,42,76,NYR,1.34e-05
2017,Test Fishery,192,42,75,White,1.2e-06
2017,Test Fishery,192,42,74,Stew,0.0015955
2017,Test Fishery,192,42,72,Pelly,8.99e-05
2017,Test Fishery,192,42,71,Norden,3e-07
2017,Test Fishery,192,42,73,MidYR,0.0119778
2017,Test Fishery,192,42,68,Teslin,0.9863219
2017,Test Fishery,192,42,69,UpperYR,0
2017,Test Fishery,192,43,76,NYR,1.1e-06
2017,Test Fishery,192,43,75,White,0
2017,Test Fishery,192,43,74,Stew,1e-06
2017,Test Fishery,192,43,72,Pelly,8e-07
2017,Test Fishery,192,43,71,Norden,0
2017,Test Fishery,192,43,73,MidYR,0.0151248
2017,Test Fishery,192,43,68,Teslin,0.9848664
2017,Test Fishery,192,43,69,UpperYR,5.9e-06
2017,Test Fishery,192,44,76,NYR,0.9953804
2017,Test Fishery,192,44,75,White,0.002852
2017,Test Fishery,192,44,74,Stew,0.0011328
2017,Test Fishery,192,44,72,Pelly,0.0004959
2017,Test Fishery,192,44,71,Norden,6e-07
2017,Test Fishery,192,44,73,MidYR,0.0001383
2017,Test Fishery,192,44,68,Teslin,0
2017,Test Fishery,192,44,69,UpperYR,0
2017,Test Fishery,192,45,76,NYR,0.0085895
2017,Test Fishery,192,45,75,White,2.2e-06
2017,Test Fishery,192,45,74,Stew,0.3379246
2017,Test Fishery,192,45,72,Pelly,0.327147
2017,Test Fishery,192,45,71,Norden,3e-07
2017,Test Fishery,192,45,73,MidYR,0.076873
2017,Test Fishery,192,45,68,Teslin,0.2494381
2017,Test Fishery,192,45,69,UpperYR,2.52e-05
2017,Test Fishery,192,46,76,NYR,0.0017233
2017,Test Fishery,192,46,75,White,5e-07
2017,Test Fishery,192,46,74,Stew,0.46706
2017,Test Fishery,192,46,72,Pelly,0.0653557
2017,Test Fishery,192,46,71,Norden,0.0002952
2017,Test Fishery,192,46,73,MidYR,0.4284611
2017,Test Fishery,192,46,68,Teslin,0.0371036
2017,Test Fishery,192,46,69,UpperYR,5e-07
2017,Test Fishery,192,47,76,NYR,0.7017014
2017,Test Fishery,192,47,75,White,0.0054716
2017,Test Fishery,192,47,74,Stew,0.0056678
2017,Test Fishery,192,47,72,Pelly,0.0505963
2017,Test Fishery,192,47,71,Norden,0.0047785
2017,Test Fishery,192,47,73,MidYR,0.2317833
2017,Test Fishery,192,47,68,Teslin,1.1e-06
2017,Test Fishery,192,47,69,UpperYR,0
2017,Test Fishery,192,48,76,NYR,0.0164966
2017,Test Fishery,192,48,75,White,7.04e-05
2017,Test Fishery,192,48,74,Stew,0.0592762
2017,Test Fishery,192,48,72,Pelly,0.0208066
2017,Test Fishery,192,48,71,Norden,9e-06
2017,Test Fishery,192,48,73,MidYR,0.8261452
2017,Test Fishery,192,48,68,Teslin,0.0771961
2017,Test Fishery,192,48,69,UpperYR,0
2017,Test Fishery,192,49,76,NYR,5.1e-06
2017,Test Fishery,192,49,75,White,2e-07
2017,Test Fishery,192,49,74,Stew,0.0380278
2017,Test Fishery,192,49,72,Pelly,7e-06
2017,Test Fishery,192,49,71,Norden,0
2017,Test Fishery,192,49,73,MidYR,0.9537563
2017,Test Fishery,192,49,68,Teslin,0.0082036
2017,Test Fishery,192,49,69,UpperYR,0
2017,Test Fishery,192,50,76,NYR,0.0082135
2017,Test Fishery,192,50,75,White,0.0028948
2017,Test Fishery,192,50,74,Stew,0.0086988
2017,Test Fishery,192,50,72,Pelly,0.0283978
2017,Test Fishery,192,50,71,Norden,0.0001201
2017,Test Fishery,192,50,73,MidYR,0.1705481
2017,Test Fishery,192,50,68,Teslin,0.781127
2017,Test Fishery,192,50,69,UpperYR,0
2017,Test Fishery,192,51,76,NYR,0.0038523
2017,Test Fishery,192,51,75,White,8.4e-06
2017,Test Fishery,192,51,74,Stew,0.0880435
2017,Test Fishery,192,51,72,Pelly,0.0200691
2017,Test Fishery,192,51,71,Norden,5.26e-05
2017,Test Fishery,192,51,73,MidYR,0.8784585
2017,Test Fishery,192,51,68,Teslin,0.0095154
2017,Test Fishery,192,51,69,UpperYR,0
2017,Test Fishery,192,52,76,NYR,0.0308796
2017,Test Fishery,192,52,75,White,0.9091735
2017,Test Fishery,192,52,74,Stew,0.0005161
2017,Test Fishery,192,52,72,Pelly,0.0563741
2017,Test Fishery,192,52,71,Norden,2.4e-06
2017,Test Fishery,192,52,73,MidYR,0.0030543
2017,Test Fishery,192,52,68,Teslin,1e-07
2017,Test Fishery,192,52,69,UpperYR,0
2017,Test Fishery,192,53,76,NYR,0
2017,Test Fishery,192,53,75,White,0
2017,Test Fishery,192,53,74,Stew,5e-07
2017,Test Fishery,192,53,72,Pelly,1e-07
2017,Test Fishery,192,53,71,Norden,0
2017,Test Fishery,192,53,73,MidYR,0.0056118
2017,Test Fishery,192,53,68,Teslin,0.9943876
2017,Test Fishery,192,53,69,UpperYR,0
2017,Test Fishery,193,54,76,NYR,2.48e-05
2017,Test Fishery,193,54,75,White,1e-07
2017,Test Fishery,193,54,74,Stew,0.0185803
2017,Test Fishery,193,54,72,Pelly,0.0014149
2017,Test Fishery,193,54,71,Norden,0.9519331
2017,Test Fishery,193,54,73,MidYR,0.0280059
2017,Test Fishery,193,54,68,Teslin,4.09e-05
2017,Test Fishery,193,54,69,UpperYR,0
2017,Test Fishery,193,55,76,NYR,0
2017,Test Fishery,193,55,75,White,0
2017,Test Fishery,193,55,74,Stew,0
2017,Test Fishery,193,55,72,Pelly,0
2017,Test Fishery,193,55,71,Norden,0
2017,Test Fishery,193,55,73,MidYR,1.3e-06
2017,Test Fishery,193,55,68,Teslin,0.9999987
2017,Test Fishery,193,55,69,UpperYR,0
2017,Test Fishery,193,56,76,NYR,0.1058181
2017,Test Fishery,193,56,75,White,0.8878834
2017,Test Fishery,193,56,74,Stew,0.0018343
2017,Test Fishery,193,56,72,Pelly,0.0004048
2017,Test Fishery,193,56,71,Norden,1.8e-06
2017,Test Fishery,193,56,73,MidYR,0.0040576
2017,Test Fishery,193,56,68,Teslin,1e-07
2017,Test Fishery,193,56,69,UpperYR,0
2017,Test Fishery,193,57,76,NYR,0.9999927
2017,Test Fishery,193,57,75,White,1.4e-06
2017,Test Fishery,193,57,74,Stew,0
2017,Test Fishery,193,57,72,Pelly,1e-07
2017,Test Fishery,193,57,71,Norden,0
2017,Test Fishery,193,57,73,MidYR,5.8e-06
2017,Test Fishery,193,57,68,Teslin,0
2017,Test Fishery,193,57,69,UpperYR,0
2017,Test Fishery,193,58,76,NYR,1.97e-05
2017,Test Fishery,193,58,75,White,1.61e-05
2017,Test Fishery,193,58,74,Stew,0.0023928
2017,Test Fishery,193,58,72,Pelly,0.926926
2017,Test Fishery,193,58,71,Norden,4e-07
2017,Test Fishery,193,58,73,MidYR,0.0706439
2017,Test Fishery,193,58,68,Teslin,1.1e-06
2017,Test Fishery,193,58,69,UpperYR,0
2017,Test Fishery,193,59,76,NYR,0.0001144
2017,Test Fishery,193,59,75,White,0
2017,Test Fishery,193,59,74,Stew,0.0021427
2017,Test Fishery,193,59,72,Pelly,0.0003925
2017,Test Fishery,193,59,71,Norden,1.01e-05
2017,Test Fishery,193,59,73,MidYR,0.9973323
2017,Test Fishery,193,59,68,Teslin,7.9e-06
2017,Test Fishery,193,59,69,UpperYR,0
2017,Test Fishery,193,60,76,NYR,0.004302
2017,Test Fishery,193,60,75,White,5.16e-05
2017,Test Fishery,193,60,74,Stew,0.5114672
2017,Test Fishery,193,60,72,Pelly,0.4740844
2017,Test Fishery,193,60,71,Norden,1.17e-05
2017,Test Fishery,193,60,73,MidYR,0.010083
2017,Test Fishery,193,60,68,Teslin,1e-07
2017,Test Fishery,193,60,69,UpperYR,0
2017,Test Fishery,193,61,76,NYR,3.51e-05
2017,Test Fishery,193,61,75,White,0
2017,Test Fishery,193,61,74,Stew,0.0004863
2017,Test Fishery,193,61,72,Pelly,6.72e-05
2017,Test Fishery,193,61,71,Norden,8e-07
2017,Test Fishery,193,61,73,MidYR,0.0027741
2017,Test Fishery,193,61,68,Teslin,0.9966365
2017,Test Fishery,193,61,69,UpperYR,0
2017,Test Fishery,193,62,76,NYR,0.0155018
2017,Test Fishery,193,62,75,White,0.9831165
2017,Test Fishery,193,62,74,Stew,0.0002719
2017,Test Fishery,193,62,72,Pelly,0.0010645
2017,Test Fishery,193,62,71,Norden,0
2017,Test Fishery,193,62,73,MidYR,4.53e-05
2017,Test Fishery,193,62,68,Teslin,0
2017,Test Fishery,193,62,69,UpperYR,0
2017,Test Fishery,193,63,76,NYR,0.9823263
2017,Test Fishery,193,63,75,White,0.0168702
2017,Test Fishery,193,63,74,Stew,6.3e-05
2017,Test Fishery,193,63,72,Pelly,1.9e-06
2017,Test Fishery,193,63,71,Norden,0
2017,Test Fishery,193,63,73,MidYR,0.0007385
2017,Test Fishery,193,63,68,Teslin,0
2017,Test Fishery,193,63,69,UpperYR,0
2017,Test Fishery,193,64,76,NYR,0.2756074
2017,Test Fishery,193,64,75,White,0.6453922
2017,Test Fishery,193,64,74,Stew,0.0007953
2017,Test Fishery,193,64,72,Pelly,0.0004747
2017,Test Fishery,193,64,71,Norden,0.0001782
2017,Test Fishery,193,64,73,MidYR,0.0775283
2017,Test Fishery,193,64,68,Teslin,0
2017,Test Fishery,193,64,69,UpperYR,2.39e-05
2017,Test Fishery,193,65,76,NYR,1.95e-05
2017,Test Fishery,193,65,75,White,5e-07
2017,Test Fishery,193,65,74,Stew,2.52e-05
2017,Test Fishery,193,65,72,Pelly,1e-06
2017,Test Fishery,193,65,71,Norden,0.9934288
2017,Test Fishery,193,65,73,MidYR,0.0065201
2017,Test Fishery,193,65,68,Teslin,4.9e-06
2017,Test Fishery,193,65,69,UpperYR,0
2017,Test Fishery,193,66,76,NYR,1e-07
2017,Test Fishery,193,66,75,White,0
2017,Test Fishery,193,66,74,Stew,0
2017,Test Fishery,193,66,72,Pelly,2e-07
2017,Test Fishery,193,66,71,Norden,0
2017,Test Fishery,193,66,73,MidYR,0.0016214
2017,Test Fishery,193,66,68,Teslin,0.9983782
2017,Test Fishery,193,66,69,UpperYR,0
2017,Test Fishery,193,67,76,NYR,8e-07
2017,Test Fishery,193,67,75,White,0
2017,Test Fishery,193,67,74,Stew,8.47e-05
2017,Test Fishery,193,67,72,Pelly,6.9e-06
2017,Test Fishery,193,67,71,Norden,0
2017,Test Fishery,193,67,73,MidYR,0.395618
2017,Test Fishery,193,67,68,Teslin,0.6042895
2017,Test Fishery,193,67,69,UpperYR,0
2017,Test Fishery,193,68,76,NYR,3.01e-05
2017,Test Fishery,193,68,75,White,4.4e-05
2017,Test Fishery,193,68,74,Stew,0.0840289
2017,Test Fishery,193,68,72,Pelly,0.7562859
2017,Test Fishery,193,68,71,Norden,0
2017,Test Fishery,193,68,73,MidYR,0.15828
2017,Test Fishery,193,68,68,Teslin,0.001331
2017,Test Fishery,193,68,69,UpperYR,0
2017,Test Fishery,193,69,76,NYR,0.000133
2017,Test Fishery,193,69,75,White,8e-07
2017,Test Fishery,193,69,74,Stew,0.1455347
2017,Test Fishery,193,69,72,Pelly,0.7772446
2017,Test Fishery,193,69,71,Norden,5e-07
2017,Test Fishery,193,69,73,MidYR,0.0768119
2017,Test Fishery,193,69,68,Teslin,0.0002746
2017,Test Fishery,193,69,69,UpperYR,0
2017,Test Fishery,193,70,76,NYR,1.9e-06
2017,Test Fishery,193,70,75,White,0
2017,Test Fishery,193,70,74,Stew,0.0015652
2017,Test Fishery,193,70,72,Pelly,0.0016632
2017,Test Fishery,193,70,71,Norden,0
2017,Test Fishery,193,70,73,MidYR,0.4978503
2017,Test Fishery,193,70,68,Teslin,0.4989194
2017,Test Fishery,193,70,69,UpperYR,0
2017,Test Fishery,193,71,76,NYR,0.0025165
2017,Test Fishery,193,71,75,White,0
2017,Test Fishery,193,71,74,Stew,0.0480713
2017,Test Fishery,193,71,72,Pelly,0.0010138
2017,Test Fishery,193,71,71,Norden,0
2017,Test Fishery,193,71,73,MidYR,0.9393422
2017,Test Fishery,193,71,68,Teslin,0.0090557
2017,Test Fishery,193,71,69,UpperYR,3e-07
2017,Test Fishery,193,72,76,NYR,8.6e-06
2017,Test Fishery,193,72,75,White,0
2017,Test Fishery,193,72,74,Stew,3.95e-05
2017,Test Fishery,193,72,72,Pelly,1.67e-05
2017,Test Fishery,193,72,71,Norden,1.4e-06
2017,Test Fishery,193,72,73,MidYR,0.9998986
2017,Test Fishery,193,72,68,Teslin,3.52e-05
2017,Test Fishery,193,72,69,UpperYR,0
2017,Test Fishery,193,73,76,NYR,3.7e-06
2017,Test Fishery,193,73,75,White,0
2017,Test Fishery,193,73,74,Stew,3.6e-05
2017,Test Fishery,193,73,72,Pelly,0.000162
2017,Test Fishery,193,73,71,Norden,7.25e-05
2017,Test Fishery,193,73,73,MidYR,0.001389
2017,Test Fishery,193,73,68,Teslin,0.9983368
2017,Test Fishery,193,73,69,UpperYR,0
2017,Test Fishery,193,74,76,NYR,1.6e-06
2017,Test Fishery,193,74,75,White,0
2017,Test Fishery,193,74,74,Stew,0.0002341
2017,Test Fishery,193,74,72,Pelly,1.1e-06
2017,Test Fishery,193,74,71,Norden,0
2017,Test Fishery,193,74,73,MidYR,0.9997631
2017,Test Fishery,193,74,68,Teslin,0
2017,Test Fishery,193,74,69,UpperYR,0
2017,Test Fishery,193,75,76,NYR,4.9e-05
2017,Test Fishery,193,75,75,White,0
2017,Test Fishery,193,75,74,Stew,0.0409665
2017,Test Fishery,193,75,72,Pelly,0.6408469
2017,Test Fishery,193,75,71,Norden,4.1e-06
2017,Test Fishery,193,75,73,MidYR,0.3181334
2017,Test Fishery,193,75,68,Teslin,0
2017,Test Fishery,193,75,69,UpperYR,1e-07
2017,Test Fishery,193,76,76,NYR,0
2017,Test Fishery,193,76,75,White,0
2017,Test Fishery,193,76,74,Stew,3.49e-05
2017,Test Fishery,193,76,72,Pelly,1.2e-06
2017,Test Fishery,193,76,71,Norden,1e-07
2017,Test Fishery,193,76,73,MidYR,0.9999638
2017,Test Fishery,193,76,68,Teslin,1e-07
2017,Test Fishery,193,76,69,UpperYR,0
2017,Test Fishery,193,78,76,NYR,0.0812564
2017,Test Fishery,193,78,75,White,0.0009139
2017,Test Fishery,193,78,74,Stew,0.0001054
2017,Test Fishery,193,78,72,Pelly,0.0004659
2017,Test Fishery,193,78,71,Norden,0.000414
2017,Test Fishery,193,78,73,MidYR,0.9168435
2017,Test Fishery,193,78,68,Teslin,8e-07
2017,Test Fishery,193,78,69,UpperYR,1e-07
2017,Test Fishery,193,79,76,NYR,8.94e-05
2017,Test Fishery,193,79,75,White,4e-07
2017,Test Fishery,193,79,74,Stew,0.0020188
2017,Test Fishery,193,79,72,Pelly,0.0023827
2017,Test Fishery,193,79,71,Norden,0.9549508
2017,Test Fishery,193,79,73,MidYR,0.0356608
2017,Test Fishery,193,79,68,Teslin,0.004867
2017,Test Fishery,193,79,69,UpperYR,3e-05
2017,Test Fishery,193,80,76,NYR,0.0067649
2017,Test Fishery,193,80,75,White,0.9777008
2017,Test Fishery,193,80,74,Stew,7.5e-05
2017,Test Fishery,193,80,72,Pelly,3.89e-05
2017,Test Fishery,193,80,71,Norden,1.44e-05
2017,Test Fishery,193,80,73,MidYR,0.015406
2017,Test Fishery,193,80,68,Teslin,0
2017,Test Fishery,193,80,69,UpperYR,0
2017,Test Fishery,194,81,76,NYR,2.99e-05
2017,Test Fishery,194,81,75,White,0
2017,Test Fishery,194,81,74,Stew,0.0031
2017,Test Fishery,194,81,72,Pelly,0.000699
2017,Test Fishery,194,81,71,Norden,4e-07
2017,Test Fishery,194,81,73,MidYR,0.9961698
2017,Test Fishery,194,81,68,Teslin,1e-06
2017,Test Fishery,194,81,69,UpperYR,0
2017,Test Fishery,194,82,76,NYR,3.1e-06
2017,Test Fishery,194,82,75,White,1e-07
2017,Test Fishery,194,82,74,Stew,0.0001011
2017,Test Fishery,194,82,72,Pelly,4.83e-05
2017,Test Fishery,194,82,71,Norden,0.9871961
2017,Test Fishery,194,82,73,MidYR,0.0126505
2017,Test Fishery,194,82,68,Teslin,8e-07
2017,Test Fishery,194,82,69,UpperYR,0
2017,Test Fishery,194,83,76,NYR,1.2e-06
2017,Test Fishery,194,83,75,White,0
2017,Test Fishery,194,83,74,Stew,0.0005254
2017,Test Fishery,194,83,72,Pelly,0.0001356
2017,Test Fishery,194,83,71,Norden,0
2017,Test Fishery,194,83,73,MidYR,0.9992015
2017,Test Fishery,194,83,68,Teslin,0.0001363
2017,Test Fishery,194,83,69,UpperYR,0
2017,Test Fishery,194,84,76,NYR,0.0028672
2017,Test Fishery,194,84,75,White,3e-07
2017,Test Fishery,194,84,74,Stew,0.0057985
2017,Test Fishery,194,84,72,Pelly,0.9829397
2017,Test Fishery,194,84,71,Norden,3e-07
2017,Test Fishery,194,84,73,MidYR,4.19e-05
2017,Test Fishery,194,84,68,Teslin,0.008352
2017,Test Fishery,194,84,69,UpperYR,0
2017,Test Fishery,194,85,76,NYR,3e-06
2017,Test Fishery,194,85,75,White,3.25e-05
2017,Test Fishery,194,85,74,Stew,0.010282
2017,Test Fishery,194,85,72,Pelly,0.2898566
2017,Test Fishery,194,85,71,Norden,5.05e-05
2017,Test Fishery,194,85,73,MidYR,0.6991461
2017,Test Fishery,194,85,68,Teslin,0.0006289
2017,Test Fishery,194,85,69,UpperYR,2e-07
2017,Test Fishery,194,86,76,NYR,0.0587739
2017,Test Fishery,194,86,75,White,0.7270458
2017,Test Fishery,194,86,74,Stew,2.12e-05
2017,Test Fishery,194,86,72,Pelly,0.2082775
2017,Test Fishery,194,86,71,Norden,0
2017,Test Fishery,194,86,73,MidYR,0.0058816
2017,Test Fishery,194,86,68,Teslin,0
2017,Test Fishery,194,86,69,UpperYR,0
2017,Test Fishery,194,87,76,NYR,8e-07
2017,Test Fishery,194,87,75,White,0
2017,Test Fishery,194,87,74,Stew,0.0001333
2017,Test Fishery,194,87,72,Pelly,0.0005225
2017,Test Fishery,194,87,71,Norden,0
2017,Test Fishery,194,87,73,MidYR,0.9990449
2017,Test Fishery,194,87,68,Teslin,0.0001654
2017,Test Fishery,194,87,69,UpperYR,0.0001331
2017,Test Fishery,194,88,76,NYR,3.1e-06
2017,Test Fishery,194,88,75,White,3e-07
2017,Test Fishery,194,88,74,Stew,0.0029549
2017,Test Fishery,194,88,72,Pelly,0.0003667
2017,Test Fishery,194,88,71,Norden,3.5e-06
2017,Test Fishery,194,88,73,MidYR,0.9964563
2017,Test Fishery,194,88,68,Teslin,0.0002125
2017,Test Fishery,194,88,69,UpperYR,2.7e-06
2017,Test Fishery,194,89,76,NYR,0.1093935
